"address","dateOfPosting","status","numberOfLikes","numberOfBathroom","numberOfBedroom","homeValue","sqft","streetName","cityName","stateName","zipCode","homeImage"
"8563 Cartwright Park","2018-05-31T05:32:57.556Z","FOR RENT",32,3,6,1445116,769,"986 Rubye Greens","Rockville","MD",20847,"hi"
"8564 Cartwright Park","2018-05-06T10:33:44.151Z","AUCTION",170,1,6,2134241,1293,"957 Shanahan Viaduct","Rockville","MD",20877,"hi"
"8565 Cartwright Park","2018-05-05T21:13:54.353Z","FOR RENT",79,2,9,2246183,935,"741 Jennyfer Squares","Rockville","MD",20852,"hi"
"8566 Cartwright Park","2018-07-24T22:20:26.640Z","OFF MARKET",196,0,9,1551811,3954,"0219 Waters Mill","Rockville","MD",20848,"hi"
"8567 Cartwright Park","2018-07-14T01:52:29.696Z","SOLD",93,3,9,3789032,1114,"5864 Stark Unions","Rockville","MD",20850,"hi"
"8568 Cartwright Park","2018-05-01T12:59:32.542Z","FOR RENT",8,1,0,611304,685,"657 Baumbach Rapid","Rockville","MD",20857,"hi"
"8569 Cartwright Park","2018-05-21T03:13:17.809Z","FORECLOSURE",87,3,3,1520941,2380,"36851 Muller Ranch","Rockville","MD",20857,"hi"
"8570 Cartwright Park","2018-08-29T20:16:19.472Z","SOLD",171,4,7,2497174,525,"9237 Considine Islands","Rockville","MD",20853,"hi"
"8571 Cartwright Park","2018-10-12T12:48:47.622Z","FOR RENT",192,3,2,679639,2629,"914 Sigrid Falls","Rockville","MD",20854,"hi"
"8572 Cartwright Park","2018-05-15T03:25:31.725Z","FOR SALE",22,4,6,3444603,2328,"355 Kemmer Streets","Rockville","MD",20848,"hi"
"8573 Cartwright Park","2018-10-16T06:34:34.075Z","FOR SALE",177,1,9,451792,591,"656 Colleen Mission","Rockville","MD",20854,"hi"
"8574 Cartwright Park","2018-10-13T12:23:42.126Z","FOR RENT",95,2,4,1149899,2476,"1794 Burdette Dam","Rockville","MD",20848,"hi"
"8575 Cartwright Park","2018-08-10T08:06:49.430Z","OFF MARKET",28,0,10,495187,2891,"98318 Guido Trace","Rockville","MD",20877,"hi"
"8576 Cartwright Park","2018-10-23T23:51:10.709Z","FOR RENT",136,2,7,951815,3748,"72107 Schowalter Brook","Rockville","MD",20857,"hi"
"8577 Cartwright Park","2018-06-02T19:33:26.609Z","AUCTION",135,2,2,482964,919,"8683 Nichole Drive","Rockville","MD",20852,"hi"
"8578 Cartwright Park","2018-07-10T04:42:51.438Z","FORECLOSURE",31,0,9,3862710,1387,"1205 Carolanne Lights","Rockville","MD",20853,"hi"
"8579 Cartwright Park","2018-07-31T03:35:52.990Z","FORECLOSURE",112,0,0,1081565,582,"825 Hickle Pine","Rockville","MD",20854,"hi"
"8580 Cartwright Park","2018-07-03T03:11:45.955Z","FORECLOSURE",15,3,9,1722567,3159,"281 Wehner Unions","Rockville","MD",20848,"hi"
"8581 Cartwright Park","2018-06-27T22:55:24.916Z","FOR SALE",125,4,1,3315614,3371,"17049 DuBuque Passage","Rockville","MD",20877,"hi"
"8582 Cartwright Park","2018-05-04T21:28:35.388Z","AUCTION",77,0,6,2493521,2524,"0090 Howe Dam","Rockville","MD",20857,"hi"
"8583 Cartwright Park","2018-08-17T15:46:31.703Z","SOLD",23,4,4,2085945,2034,"919 Marvin Rapid","Rockville","MD",20877,"hi"
"8584 Cartwright Park","2018-06-17T14:18:41.775Z","SOLD",72,1,5,2357242,1084,"702 Wilkinson Springs","Rockville","MD",20847,"hi"
"8585 Cartwright Park","2018-05-31T03:09:28.296Z","FORECLOSURE",119,3,2,2498984,3097,"4389 Schaefer Dale","Rockville","MD",20852,"hi"
"8586 Cartwright Park","2018-06-21T20:10:39.292Z","OFF MARKET",127,3,0,828961,1644,"9140 Raymond Trace","Rockville","MD",20849,"hi"
"8587 Cartwright Park","2018-07-18T06:20:04.201Z","SOLD",63,3,2,3111190,2282,"120 Shad Terrace","Rockville","MD",20857,"hi"
"8588 Cartwright Park","2018-06-02T20:08:45.420Z","OFF MARKET",181,3,2,1737117,1770,"3207 Abshire Estates","Rockville","MD",20853,"hi"
"8589 Cartwright Park","2018-09-04T16:52:38.507Z","SOLD",195,0,1,2923620,3795,"47027 Victor Coves","Rockville","MD",20849,"hi"
"8590 Cartwright Park","2018-07-13T12:53:50.638Z","OFF MARKET",183,0,2,3134947,938,"3317 Cleveland Cliff","Rockville","MD",20850,"hi"
"8591 Cartwright Park","2018-05-20T08:18:53.236Z","FOR SALE",9,3,1,2465313,3583,"039 Mayert Park","Rockville","MD",20877,"hi"
"8592 Cartwright Park","2018-10-23T08:30:06.325Z","FORECLOSURE",1,2,9,2695287,571,"8832 Conn River","Rockville","MD",20853,"hi"
"8593 Cartwright Park","2018-10-10T02:59:56.370Z","OFF MARKET",143,1,10,1380146,3566,"2929 Lindgren Brooks","Rockville","MD",20852,"hi"
"8594 Cartwright Park","2018-07-05T14:49:24.099Z","SOLD",132,3,0,657653,1313,"1042 Senger Summit","Rockville","MD",20851,"hi"
"8595 Cartwright Park","2018-10-16T08:17:49.479Z","FOR SALE",60,0,9,3670383,3619,"8055 Berge Harbors","Rockville","MD",20877,"hi"
"8596 Cartwright Park","2018-09-11T21:11:58.301Z","AUCTION",72,2,3,2373100,1924,"263 Bartoletti Port","Rockville","MD",20851,"hi"
"8597 Cartwright Park","2018-07-04T04:14:08.885Z","SOLD",4,1,9,661905,2706,"9136 Jamie Crossroad","Rockville","MD",20854,"hi"
"8598 Cartwright Park","2018-06-24T23:33:16.204Z","FOR SALE",67,3,8,485508,3216,"5800 Precious Mountains","Rockville","MD",20850,"hi"
"8599 Cartwright Park","2018-10-12T20:26:51.047Z","SOLD",17,0,8,2628721,2829,"38505 McDermott Throughway","Rockville","MD",20848,"hi"
"8600 Cartwright Park","2018-07-18T04:09:51.924Z","OFF MARKET",144,1,7,502846,1683,"60115 Maggio Landing","Rockville","MD",20851,"hi"
"8601 Cartwright Park","2018-05-27T23:46:01.974Z","FORECLOSURE",44,4,2,3433675,2025,"8230 Schumm Ridges","Rockville","MD",20851,"hi"
"8602 Cartwright Park","2018-08-23T14:59:59.253Z","FOR SALE",66,2,3,1840151,1311,"2540 Kennedi Corners","Rockville","MD",20848,"hi"
"8603 Cartwright Park","2018-09-08T18:29:48.356Z","OFF MARKET",137,0,8,146118,646,"840 Gunner Plains","Rockville","MD",20854,"hi"
"8604 Cartwright Park","2018-08-21T00:51:54.076Z","FORECLOSURE",142,3,0,1532856,1655,"00264 Hoeger Common","Rockville","MD",20847,"hi"
"8605 Cartwright Park","2018-06-29T17:14:08.232Z","FOR RENT",119,2,7,551328,3915,"25728 Reynolds Extensions","Rockville","MD",20877,"hi"
"8606 Cartwright Park","2018-09-08T16:07:14.083Z","AUCTION",145,4,1,2011422,1907,"3925 Reed Springs","Rockville","MD",20853,"hi"
"8607 Cartwright Park","2018-07-27T08:31:11.441Z","OFF MARKET",171,0,0,3718121,1431,"94064 Bruen Spur","Rockville","MD",20852,"hi"
"8608 Cartwright Park","2018-09-21T06:53:36.058Z","FOR SALE",19,3,4,3180791,3301,"820 Jarrod Ranch","Rockville","MD",20849,"hi"
"8609 Cartwright Park","2018-09-07T06:27:16.648Z","OFF MARKET",14,4,1,513698,981,"201 Larkin Estates","Rockville","MD",20851,"hi"
"8610 Cartwright Park","2018-06-10T00:50:57.119Z","FOR SALE",69,3,1,458694,3892,"77904 Koss Park","Rockville","MD",20848,"hi"
"8611 Cartwright Park","2018-05-27T18:40:53.999Z","AUCTION",117,0,0,3790319,3581,"78561 Ivah Light","Rockville","MD",20877,"hi"
"8612 Cartwright Park","2018-08-07T14:46:15.758Z","AUCTION",179,0,5,387366,3905,"14540 Marvin Shores","Rockville","MD",20857,"hi"
"8613 Cartwright Park","2018-09-28T01:08:07.791Z","FOR RENT",122,3,1,3038159,3222,"019 Brooklyn Forges","Rockville","MD",20850,"hi"
"8614 Cartwright Park","2018-06-23T00:01:09.448Z","OFF MARKET",155,4,0,3423231,587,"066 Kozey Course","Rockville","MD",20852,"hi"
"8615 Cartwright Park","2018-06-01T18:53:21.120Z","SOLD",4,0,6,1033466,2517,"614 Joseph Causeway","Rockville","MD",20849,"hi"
"8616 Cartwright Park","2018-06-16T11:26:30.112Z","FOR RENT",163,3,3,1829957,1654,"714 Kuhlman Trail","Rockville","MD",20847,"hi"
"8617 Cartwright Park","2018-06-15T00:22:05.374Z","SOLD",24,0,4,2874622,323,"39178 Duncan Path","Rockville","MD",20851,"hi"
"8618 Cartwright Park","2018-10-22T14:18:32.140Z","FOR SALE",62,3,9,1821712,2280,"1315 Wiegand Falls","Rockville","MD",20877,"hi"
"8619 Cartwright Park","2018-05-15T13:46:10.849Z","FOR RENT",179,2,8,231158,1340,"01677 Devan Court","Rockville","MD",20851,"hi"
"8620 Cartwright Park","2018-08-12T07:02:13.333Z","AUCTION",169,2,2,2234013,1210,"0680 Greenfelder Valley","Rockville","MD",20877,"hi"
"8621 Cartwright Park","2018-06-30T19:55:34.149Z","SOLD",116,3,5,2095952,3027,"09976 Coralie Port","Rockville","MD",20857,"hi"
"8622 Cartwright Park","2018-07-03T18:00:01.748Z","SOLD",92,0,6,3482575,2392,"173 Josue Landing","Rockville","MD",20847,"hi"
"8623 Cartwright Park","2018-06-12T02:49:31.309Z","AUCTION",30,3,5,351447,2798,"45613 Weber Streets","Rockville","MD",20850,"hi"
"8624 Cartwright Park","2018-06-13T23:33:04.480Z","AUCTION",84,1,7,3145231,2402,"75761 Demetris Street","Rockville","MD",20850,"hi"
"8625 Cartwright Park","2018-05-15T10:05:18.948Z","FOR RENT",192,2,3,343934,589,"02042 Stehr Flats","Rockville","MD",20851,"hi"
"8626 Cartwright Park","2018-05-24T16:38:09.450Z","FOR RENT",171,2,7,473976,391,"3914 Hettinger Locks","Rockville","MD",20849,"hi"
"8627 Cartwright Park","2018-06-30T15:20:28.018Z","FORECLOSURE",141,0,2,551259,2610,"597 Brandyn Flat","Rockville","MD",20877,"hi"
"8628 Cartwright Park","2018-07-04T21:54:17.320Z","SOLD",25,1,5,1182369,1645,"47225 Quitzon Islands","Rockville","MD",20849,"hi"
"8629 Cartwright Park","2018-09-27T07:28:35.618Z","OFF MARKET",48,3,7,2762659,490,"4033 Beahan Ridges","Rockville","MD",20848,"hi"
"8630 Cartwright Park","2018-05-21T18:06:28.767Z","AUCTION",90,1,0,3677022,702,"011 Lynn Shores","Rockville","MD",20852,"hi"
"8631 Cartwright Park","2018-10-02T05:39:36.503Z","FOR SALE",144,4,5,1129091,1276,"7182 Shanon Prairie","Rockville","MD",20850,"hi"
"8632 Cartwright Park","2018-07-16T13:39:47.771Z","FOR RENT",127,4,7,2617879,2962,"8245 Susan Ports","Rockville","MD",20847,"hi"
"8633 Cartwright Park","2018-10-19T01:18:51.699Z","FORECLOSURE",92,4,6,3164622,3869,"49835 Bahringer Divide","Rockville","MD",20877,"hi"
"8634 Cartwright Park","2018-05-12T08:22:13.609Z","AUCTION",130,2,7,3635334,3005,"35433 Olson Drive","Rockville","MD",20877,"hi"
"8635 Cartwright Park","2018-09-02T22:27:01.068Z","FOR RENT",147,0,5,3598970,902,"12163 Stracke Roads","Rockville","MD",20850,"hi"
"8636 Cartwright Park","2018-10-20T08:21:06.390Z","FOR RENT",20,0,2,1207930,2577,"367 Wiegand Turnpike","Rockville","MD",20847,"hi"
"8637 Cartwright Park","2018-10-22T22:15:38.179Z","FOR RENT",56,0,0,2259834,1800,"10558 Fay Creek","Rockville","MD",20850,"hi"
"8638 Cartwright Park","2018-08-11T15:14:22.231Z","OFF MARKET",2,0,4,848522,1199,"17252 Ullrich Plaza","Rockville","MD",20847,"hi"
"8639 Cartwright Park","2018-10-09T09:56:52.846Z","FOR RENT",156,2,3,1773126,2632,"73876 Olson Drive","Rockville","MD",20851,"hi"
"8640 Cartwright Park","2018-07-31T01:24:12.360Z","FORECLOSURE",148,3,8,2733251,2154,"18854 Runolfsson Garden","Rockville","MD",20847,"hi"
"8641 Cartwright Park","2018-08-16T13:56:45.391Z","AUCTION",51,1,1,645582,1505,"070 Cale Via","Rockville","MD",20850,"hi"
"8642 Cartwright Park","2018-10-02T12:10:45.016Z","FOR SALE",188,2,0,2757925,820,"50953 Gutmann Loop","Rockville","MD",20853,"hi"
"8643 Cartwright Park","2018-07-30T14:39:38.921Z","FOR SALE",66,2,9,3552605,2381,"057 Kiehn Knoll","Rockville","MD",20847,"hi"
"8644 Cartwright Park","2018-09-23T04:00:57.812Z","FOR SALE",84,1,10,2298607,645,"11424 Tromp Cape","Rockville","MD",20850,"hi"
"8645 Cartwright Park","2018-08-09T07:46:17.775Z","AUCTION",33,0,10,826259,2943,"23112 Kristian Crescent","Rockville","MD",20852,"hi"
"8646 Cartwright Park","2018-08-31T08:52:53.606Z","FOR SALE",172,2,1,774207,1516,"95773 Victor Coves","Rockville","MD",20857,"hi"
"8647 Cartwright Park","2018-07-25T18:32:14.156Z","OFF MARKET",108,3,3,2045396,2073,"46891 Treva Corner","Rockville","MD",20847,"hi"
"8648 Cartwright Park","2018-08-12T02:42:56.274Z","AUCTION",41,2,4,1233117,645,"99767 Hertha Parks","Rockville","MD",20851,"hi"
"8649 Cartwright Park","2018-08-14T09:30:43.057Z","AUCTION",9,0,8,2472062,3858,"771 Monahan Mission","Rockville","MD",20847,"hi"
"8650 Cartwright Park","2018-08-23T06:50:16.241Z","FORECLOSURE",66,0,4,1472263,1308,"6467 Milan Island","Rockville","MD",20848,"hi"
"8651 Cartwright Park","2018-10-08T07:43:57.930Z","AUCTION",90,3,8,2027670,1125,"1861 Rafaela Villages","Rockville","MD",20854,"hi"
"8652 Cartwright Park","2018-09-07T19:32:15.231Z","AUCTION",98,3,10,2370168,2187,"072 Feil Via","Rockville","MD",20847,"hi"
"8653 Cartwright Park","2018-08-01T19:47:32.938Z","FORECLOSURE",145,3,8,3603775,345,"43017 Ondricka Mission","Rockville","MD",20849,"hi"
"8654 Cartwright Park","2018-09-24T03:58:12.360Z","SOLD",170,0,10,2516617,1151,"19266 Kelsie Glens","Rockville","MD",20848,"hi"
"8655 Cartwright Park","2018-07-20T17:02:54.492Z","FOR RENT",54,4,1,1304764,3763,"1969 Gertrude Orchard","Rockville","MD",20849,"hi"
"8656 Cartwright Park","2018-07-12T21:49:14.090Z","AUCTION",187,2,5,2501405,2535,"3613 April Crescent","Rockville","MD",20847,"hi"
"8657 Cartwright Park","2018-10-04T05:12:30.266Z","AUCTION",94,4,9,280431,1841,"634 Hellen Springs","Rockville","MD",20857,"hi"
"8658 Cartwright Park","2018-10-11T18:04:22.057Z","AUCTION",144,4,3,2324257,789,"951 Leslie Club","Rockville","MD",20857,"hi"
"8659 Cartwright Park","2018-05-09T10:28:10.001Z","FORECLOSURE",35,1,6,3500449,2102,"21790 Valentin Track","Rockville","MD",20848,"hi"
"8660 Cartwright Park","2018-08-29T22:01:39.421Z","FOR RENT",172,3,1,3500823,3116,"470 Idell Springs","Rockville","MD",20854,"hi"
"8661 Cartwright Park","2018-05-02T11:45:07.741Z","AUCTION",66,3,10,2248277,2598,"7327 Boehm Harbors","Rockville","MD",20877,"hi"
"8662 Cartwright Park","2018-09-02T15:18:00.605Z","SOLD",117,0,3,265744,940,"56568 Steuber Meadows","Rockville","MD",20848,"hi"
"8663 Cartwright Park","2018-10-09T15:33:04.994Z","SOLD",42,3,5,3048918,867,"8972 Bayer Loop","Rockville","MD",20877,"hi"
"8664 Cartwright Park","2018-05-09T13:04:50.084Z","AUCTION",123,2,3,2602722,2473,"40517 Upton Valley","Rockville","MD",20852,"hi"
"8665 Cartwright Park","2018-10-09T14:44:53.361Z","SOLD",158,4,5,3783347,886,"84555 Erik Shoals","Rockville","MD",20852,"hi"
"8666 Cartwright Park","2018-09-09T13:15:37.666Z","AUCTION",18,1,3,196251,360,"7995 Trudie Unions","Rockville","MD",20852,"hi"
"8667 Cartwright Park","2018-07-19T18:49:50.905Z","AUCTION",123,2,3,1539124,2174,"1848 Levi Street","Rockville","MD",20847,"hi"
"8668 Cartwright Park","2018-06-07T11:53:42.162Z","SOLD",121,4,0,3576462,325,"519 Brakus Run","Rockville","MD",20854,"hi"
"8669 Cartwright Park","2018-06-05T04:38:29.737Z","FOR SALE",87,2,3,3053555,2328,"9584 Parisian Alley","Rockville","MD",20848,"hi"
"8670 Cartwright Park","2018-09-23T00:47:41.088Z","FORECLOSURE",130,2,9,1185052,1593,"475 Patricia Forges","Rockville","MD",20857,"hi"
"8671 Cartwright Park","2018-07-12T18:15:27.770Z","FOR SALE",92,1,5,1260939,455,"86464 Haley Ports","Rockville","MD",20854,"hi"
"8672 Cartwright Park","2018-05-23T01:25:23.707Z","AUCTION",46,4,0,1058136,641,"2122 Christiansen Path","Rockville","MD",20877,"hi"
"8673 Cartwright Park","2018-08-09T21:10:11.833Z","FOR RENT",178,3,5,1750232,306,"2650 Kohler Forest","Rockville","MD",20853,"hi"
"8674 Cartwright Park","2018-08-08T09:17:41.850Z","OFF MARKET",84,0,1,1686433,1495,"134 Gladyce Field","Rockville","MD",20847,"hi"
"8675 Cartwright Park","2018-05-19T10:05:19.070Z","FORECLOSURE",46,2,3,1654246,3208,"32425 Neil Prairie","Rockville","MD",20850,"hi"
"8676 Cartwright Park","2018-09-03T09:53:44.967Z","FOR RENT",130,2,7,1195996,2974,"5134 Klein Pike","Rockville","MD",20848,"hi"
"8677 Cartwright Park","2018-06-02T06:53:35.698Z","AUCTION",135,2,10,2621738,2842,"801 Destinee Ridge","Rockville","MD",20849,"hi"
"8678 Cartwright Park","2018-07-21T05:32:36.600Z","SOLD",160,4,5,3000503,2782,"7803 Cummerata Pines","Rockville","MD",20854,"hi"
"8679 Cartwright Park","2018-09-17T13:50:36.938Z","FOR SALE",10,2,9,810154,3261,"661 Little Creek","Rockville","MD",20854,"hi"
"8680 Cartwright Park","2018-08-04T07:38:31.085Z","SOLD",137,0,0,2151060,2580,"905 Amanda Via","Rockville","MD",20853,"hi"
"8681 Cartwright Park","2018-07-23T08:06:18.346Z","FOR SALE",195,1,6,587784,2532,"594 Boyer Fords","Rockville","MD",20852,"hi"
"8682 Cartwright Park","2018-08-09T00:56:52.993Z","FOR RENT",149,3,1,3569256,2431,"60710 Nils Union","Rockville","MD",20854,"hi"
"8683 Cartwright Park","2018-05-05T16:31:49.196Z","FORECLOSURE",57,3,6,2462671,2891,"17756 Windler Extension","Rockville","MD",20853,"hi"
"8684 Cartwright Park","2018-08-07T04:12:37.347Z","AUCTION",88,3,5,3459951,3032,"570 Bruen Trace","Rockville","MD",20852,"hi"
"8685 Cartwright Park","2018-08-02T22:32:29.888Z","FOR SALE",97,0,6,2361439,2975,"2665 Spencer Lakes","Rockville","MD",20851,"hi"
"8686 Cartwright Park","2018-07-23T21:13:06.963Z","AUCTION",134,4,3,1441420,1255,"5687 Bosco Circles","Rockville","MD",20852,"hi"
"8687 Cartwright Park","2018-07-01T15:59:42.736Z","FOR RENT",49,0,10,1026338,614,"26232 Reilly Corners","Rockville","MD",20877,"hi"
"8688 Cartwright Park","2018-09-29T23:11:03.066Z","OFF MARKET",167,2,6,1505871,1324,"7837 Lenora View","Rockville","MD",20853,"hi"
"8689 Cartwright Park","2018-09-05T04:06:04.069Z","SOLD",99,0,5,2787972,427,"4984 Lizeth Shore","Rockville","MD",20847,"hi"
"8690 Cartwright Park","2018-06-02T01:40:32.393Z","OFF MARKET",98,1,2,2145130,2475,"1404 Morar Passage","Rockville","MD",20852,"hi"
"8691 Cartwright Park","2018-09-10T21:47:09.955Z","FOR SALE",168,4,4,1821501,764,"712 Thurman Junction","Rockville","MD",20853,"hi"
"8692 Cartwright Park","2018-09-29T01:18:39.266Z","AUCTION",181,1,9,2530884,3595,"9374 Mayer Trail","Rockville","MD",20854,"hi"
"8693 Cartwright Park","2018-05-29T00:04:29.925Z","OFF MARKET",140,1,0,2965172,3399,"8928 Schmeler Heights","Rockville","MD",20850,"hi"
"8694 Cartwright Park","2018-09-10T11:12:53.446Z","FOR RENT",154,1,2,3635091,800,"492 Crona View","Rockville","MD",20852,"hi"
"8695 Cartwright Park","2018-07-19T00:09:05.719Z","FORECLOSURE",165,4,2,2949227,2122,"61628 Bode Trail","Rockville","MD",20850,"hi"
"8696 Cartwright Park","2018-05-29T09:27:19.230Z","AUCTION",197,1,2,818650,980,"39795 Botsford Passage","Rockville","MD",20849,"hi"
"8697 Cartwright Park","2018-05-07T21:17:31.388Z","OFF MARKET",157,0,5,3162297,2838,"94976 Alexie Glens","Rockville","MD",20854,"hi"
"8698 Cartwright Park","2018-05-04T07:45:59.610Z","AUCTION",133,4,8,3428226,1637,"16280 Misael Passage","Rockville","MD",20851,"hi"
"8699 Cartwright Park","2018-10-06T09:29:33.046Z","AUCTION",58,2,4,1439281,2911,"092 Virgil Avenue","Rockville","MD",20853,"hi"
"8700 Cartwright Park","2018-07-30T09:21:45.221Z","SOLD",32,0,7,1402589,2654,"176 Klein Parkway","Rockville","MD",20851,"hi"
"8701 Cartwright Park","2018-08-23T01:48:51.105Z","FORECLOSURE",90,0,2,3904330,1989,"416 Wilkinson Brooks","Rockville","MD",20854,"hi"
"8702 Cartwright Park","2018-09-14T11:26:01.891Z","OFF MARKET",117,3,9,2643516,3577,"53199 Darron Gardens","Rockville","MD",20854,"hi"
"8703 Cartwright Park","2018-10-07T11:57:19.612Z","AUCTION",5,4,2,2815502,1935,"606 Block Harbors","Rockville","MD",20853,"hi"
"8704 Cartwright Park","2018-09-16T11:18:44.813Z","OFF MARKET",92,1,1,3822556,1941,"63600 Boehm Loop","Rockville","MD",20848,"hi"
"8705 Cartwright Park","2018-06-05T15:32:40.661Z","FORECLOSURE",110,4,9,1928103,2921,"71262 Sherman Cape","Rockville","MD",20851,"hi"
"8706 Cartwright Park","2018-05-12T22:02:26.050Z","FORECLOSURE",5,3,1,3068319,3336,"2395 Kshlerin Crossing","Rockville","MD",20854,"hi"
"8707 Cartwright Park","2018-07-27T22:41:14.179Z","FOR SALE",196,3,7,3685882,434,"373 Christophe Haven","Rockville","MD",20848,"hi"
"8708 Cartwright Park","2018-09-11T05:39:56.777Z","FOR RENT",33,1,3,810843,2593,"2011 Samantha Forks","Rockville","MD",20877,"hi"
"8709 Cartwright Park","2018-06-02T04:01:11.708Z","FOR RENT",145,4,7,1496654,3529,"8033 Spencer Orchard","Rockville","MD",20849,"hi"
"8710 Cartwright Park","2018-07-01T13:10:37.120Z","AUCTION",88,2,9,3505566,358,"00503 Bins Mall","Rockville","MD",20852,"hi"
"8711 Cartwright Park","2018-07-02T19:37:26.932Z","SOLD",136,1,9,1993284,401,"3561 Spencer Rue","Rockville","MD",20853,"hi"
"8712 Cartwright Park","2018-07-06T13:53:30.354Z","OFF MARKET",41,3,3,232986,564,"9034 Zechariah Loaf","Rockville","MD",20849,"hi"
"8713 Cartwright Park","2018-06-18T22:34:38.515Z","FOR RENT",141,2,8,1106715,696,"5223 Hudson Mountain","Rockville","MD",20850,"hi"
"8714 Cartwright Park","2018-10-22T23:15:40.261Z","SOLD",61,2,3,1765241,3863,"106 Jordi Ways","Rockville","MD",20849,"hi"
"8715 Cartwright Park","2018-06-29T13:30:37.049Z","AUCTION",26,0,6,3222965,2187,"6145 Bins Mountains","Rockville","MD",20853,"hi"
"8716 Cartwright Park","2018-07-28T18:18:32.666Z","OFF MARKET",25,1,0,3387648,3800,"6105 Swaniawski Parkways","Rockville","MD",20853,"hi"
"8717 Cartwright Park","2018-06-15T10:33:09.292Z","FOR RENT",17,1,9,3395178,1462,"7546 Bosco Greens","Rockville","MD",20851,"hi"
"8718 Cartwright Park","2018-05-09T23:30:07.778Z","FOR RENT",200,4,6,2300384,1706,"463 Leffler Islands","Rockville","MD",20857,"hi"
"8719 Cartwright Park","2018-07-21T14:41:16.833Z","FOR SALE",179,2,1,990575,1982,"4846 O'Keefe Camp","Rockville","MD",20854,"hi"
"8720 Cartwright Park","2018-07-06T09:00:56.753Z","FOR RENT",187,0,3,2142800,2402,"081 Corwin Rest","Rockville","MD",20854,"hi"
"8721 Cartwright Park","2018-06-27T23:52:10.202Z","FORECLOSURE",111,3,7,2680469,640,"663 Carson Ports","Rockville","MD",20857,"hi"
"8722 Cartwright Park","2018-07-27T17:21:35.121Z","FOR RENT",159,0,4,2783639,3936,"62750 Gregory Mission","Rockville","MD",20850,"hi"
"8723 Cartwright Park","2018-07-11T19:32:06.234Z","AUCTION",78,4,5,1786426,579,"7552 Virginie Ways","Rockville","MD",20854,"hi"
"8724 Cartwright Park","2018-10-15T23:07:49.459Z","AUCTION",0,3,8,3192629,3202,"267 Durgan Haven","Rockville","MD",20852,"hi"
"8725 Cartwright Park","2018-08-12T08:36:34.632Z","FOR RENT",65,1,10,3826834,2410,"1720 MacGyver Fall","Rockville","MD",20851,"hi"
"8726 Cartwright Park","2018-07-20T23:22:04.605Z","AUCTION",97,2,10,224930,1343,"34821 Bria Forks","Rockville","MD",20848,"hi"
"8727 Cartwright Park","2018-06-23T13:49:33.320Z","FORECLOSURE",86,4,7,2124261,2798,"66232 Frami Port","Rockville","MD",20848,"hi"
"8728 Cartwright Park","2018-09-20T19:06:35.106Z","FORECLOSURE",137,2,5,1059463,1700,"6619 Greyson Meadow","Rockville","MD",20852,"hi"
"8729 Cartwright Park","2018-05-21T23:14:00.171Z","AUCTION",147,4,0,1319865,2248,"0084 Will Garden","Rockville","MD",20854,"hi"
"8730 Cartwright Park","2018-09-06T03:28:11.948Z","SOLD",116,1,9,1311696,3269,"5750 Ullrich Lights","Rockville","MD",20849,"hi"
"8731 Cartwright Park","2018-08-15T13:30:18.645Z","FORECLOSURE",32,4,1,1259317,2039,"26481 Cartwright Valleys","Rockville","MD",20877,"hi"
"8732 Cartwright Park","2018-08-01T19:21:19.317Z","FOR RENT",27,0,2,1997094,2718,"051 Abbey Highway","Rockville","MD",20849,"hi"
"8733 Cartwright Park","2018-10-09T11:52:31.422Z","AUCTION",95,3,5,3266309,2668,"14301 Cristal Unions","Rockville","MD",20850,"hi"
"8734 Cartwright Park","2018-05-20T05:03:40.574Z","FOR RENT",6,2,10,2247474,845,"39864 Bins Forges","Rockville","MD",20848,"hi"
"8735 Cartwright Park","2018-09-10T16:41:52.712Z","AUCTION",153,3,8,1276621,3571,"31686 Haley Brook","Rockville","MD",20851,"hi"
"8736 Cartwright Park","2018-09-08T20:13:09.842Z","SOLD",177,3,6,3697541,3149,"78124 Lilyan Park","Rockville","MD",20847,"hi"
"8737 Cartwright Park","2018-09-18T12:35:05.400Z","SOLD",85,4,1,1136786,305,"05924 Branson Pass","Rockville","MD",20849,"hi"
"8738 Cartwright Park","2018-06-07T09:06:25.480Z","FOR RENT",89,2,8,3600187,328,"32915 Ankunding Lane","Rockville","MD",20877,"hi"
"8739 Cartwright Park","2018-05-14T19:34:28.116Z","FOR RENT",58,2,3,2357523,920,"89490 Peyton Stravenue","Rockville","MD",20854,"hi"
"8740 Cartwright Park","2018-08-05T07:21:30.619Z","AUCTION",106,3,0,3257086,2248,"509 Eugene Rapids","Rockville","MD",20877,"hi"
"8741 Cartwright Park","2018-05-13T16:39:08.864Z","FOR RENT",186,0,2,2317194,3632,"7795 Hagenes Mountain","Rockville","MD",20853,"hi"
"8742 Cartwright Park","2018-10-24T14:53:04.727Z","SOLD",167,4,1,2729265,1702,"58351 Alessandro Coves","Rockville","MD",20852,"hi"
"8743 Cartwright Park","2018-06-26T05:37:38.078Z","OFF MARKET",11,4,9,2660625,2522,"50345 Keeling Square","Rockville","MD",20850,"hi"
"8744 Cartwright Park","2018-07-21T07:16:42.465Z","FOR RENT",94,4,0,3389352,1951,"41185 Karolann Squares","Rockville","MD",20849,"hi"
